Simple Production Data Report
Start date:,2/21/2025 12:00:00 AM
End date:,3/20/2025 12:00:00 AM

Timestamp,University of San Diego - Alcala Borrego,University of San Diego - Alcala Laguna,University of San Diego - Camino Hall,University of San Diego - Copley Library,University of San Diego - Founders Hall,University of San Diego - Jenny Craig Pavillion,University of San Diego - Kroc,University of San Diego - Manchester A,University of San Diego - Manchester B,University of San Diego - Soles,University of San Diego - West Parking
,Production meter net energy,Production meter net energy,Production meter net energy,Production meter net energy,Production meter net energy,Production meter net energy,Production meter net energy,Production meter net energy,Production meter net energy,Production meter net energy,Production meter net energy
,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh
2/28/2025 5:00:00 PM,0.1071185241899,0.09375,0.625,0.48828125,1.1875,0,0,1.25,0,1.13441125885583,2.50458333338611
2/28/2025 6:00:00 PM,0.041015625,0,0,0.0625,0.125,0,0.25,0,0,0,0.25
2/28/2025 7:00:00 PM,0.0400390625,0.03125,0,0,0,0,0,0.125,0,0,0.125
2/28/2025 8:00:00 PM,0.0409895833336122,0,0.125,0,0,0,0,0,0,0.25,0.125
2/28/2025 9:00:00 PM,0.0410156249990905,0.0625,0,0,0,0,0.25,0.125,0,0,0
2/28/2025 10:00:00 PM,0.04296875,0.03125,0,0.0625,0,0,0,0,0,0.125,0.25
2/28/2025 11:00:00 PM,0.0424820963553429,0.03125,0,0,0.125,0,0,0,0,0,0
3/1/2025 12:00:00 AM,0.0410205078123909,0.03125,0,0.03125,0,0,0.25,0.125,0,0.125,0.125
3/1/2025 1:00:00 AM,0.0429752604168243,0,0,0,0,0,0,0.125,0,0.125,0.125
3/1/2025 2:00:00 AM,0.0415104166659148,0.03125,0,0.03125,0,0,0,0,0,0,0.125
3/1/2025 3:00:00 AM,0.0419986979168243,0.03125,0,0.03125,0,0,0,0,0,0.125,0.125
3/1/2025 4:00:00 AM,0.0419663182947261,0.03125,0,0.03125,0.25,0,0.25,0.125,0,0,0.125
3/1/2025 5:00:00 AM,0.0410414942052739,0.03125,0,0,0,0,0,0,0,0.25,0.125
3/1/2025 6:00:00 AM,0.041015625,0,0.5,0.00609375000931323,0.625,0,0.5,0,0,0.124861111165956,0.874583333265036
3/1/2025 7:00:00 AM,1.48284710006192,1.87250830564881,7,4.72687499999302,20.09375,0,10.5,6.75,0,10.4968075591605,15.6220833333209
3/1/2025 8:00:00 AM,3.07962379708169,3.15842919435818,12.375,10.6685701947426,37.09375,0,14.5,7.12250277469866,0,17.6261091071647,28.75
3/1/2025 9:00:00 AM,3.63033044214262,3.62313226738479,12.125,10.4776588164386,38.53125,0,3.75,5.87749722530134,0,22.6193055557087,31.128333333414
3/1/2025 10:00:00 AM,5.94733537946377,6.00124273262918,19,16.6111147388001,59.25,0,0,13.5,0,32.8829166668002,48.1133333335165
3/1/2025 11:00:00 AM,5.02099609375,4.93760416662553,20,17.6603125000256,61.1875,0,0.25,16.6206992231309,0,33.5913464550395,51.7616666664835
3/1/2025 12:00:00 PM,10.7847412109377,11.3421875000349,32,28.1831249999814,100.9375,0,0,18.0043007768691,0,46.0233757672831,87.7166666666744
3/1/2025 1:00:00 PM,13.5796240234376,14.031874999986,38,32.857204773929,118.5625,0,0,37.875,0,73.4963967504445,93.5287499999395
3/1/2025 2:00:00 PM,9.34275716145839,8.87552083330229,28,24.9803760718787,90.5,0,0,20.5,0,43.0067976941355,61.6154637321597
3/1/2025 3:00:00 PM,6.7910953776036,5.78198020491982,17.375,15.967887904204,54.6215739202453,0,0.25,22.25,0,37.6320833330974,49.7612029343145
3/1/2025 4:00:00 PM,1.24375488281294,1.28166597447125,3.75,3.17763448384358,10.5034260797547,0,0,4.75,0,5.9976481073536,9.75291666691191
3/1/2025 5:00:00 PM,0.0919921221784534,0.0626038206391968,0.5,0.308146766154096,1,0,0,0.749861265299842,0,0.752351892646402,1.375
3/1/2025 6:00:00 PM,0.034661436558963,0.03125,0,0.03125,0,0,0.25,0.000138734700158238,0,0,0.125
3/1/2025 7:00:00 PM,0.0361491429757734,0.03125,0,0,0,0,0,0.125,0,0.25,0.125
3/1/2025 8:00:00 PM,0.0371094076617737,0.0625,0,0.03125,0,0,0,0,0,0,0.125
3/1/2025 9:00:00 PM,0.0361328124990905,0,0,0.03125,0,0,0.25,0,0,0,0.125
3/1/2025 10:00:00 PM,0.0380891709346542,0,0,0,0,0,0,0.125,0,0.125,0.125
3/1/2025 11:00:00 PM,0.0351497178098725,0.03125,0,0,0,0,0,0,0,0,0.125
3/2/2025 12:00:00 AM,0.0380730467322792,0.0625,0,0.03125,0.125,0,0.25,0,0,0.125,0.25
3/2/2025 1:00:00 AM,0.0366340713244426,0,0,0.03125,0,0,0,0.125,0,0,0
3/2/2025 2:00:00 AM,0.0371142415906434,0,0,0.03125,0.125,0,0,0,0,0.125,0.25
3/2/2025 3:00:00 AM,0.0366129827662007,0.0625,0,0,0,0,0,0.125,0,0.125,0
3/2/2025 4:00:00 AM,0.038069715531492,0,0,0,0,0,0.25,0,0,0.25,0.125
3/2/2025 5:00:00 AM,0.0371092668528945,0.03125,0.125,0.0625,0,0,0,0,0,0,0.25
3/2/2025 6:00:00 AM,0.0371224607206386,0.0623926116386428,0.125,0.00172738695982844,0.375,0,0.25,0.125,0,0,0.374168050824665
3/2/2025 7:00:00 AM,1.23914707052973,1.15355423220899,5.5,4.4570794312167,15.8714700996643,0,8,2,0,8.87139289663173,13.0008319491753
3/2/2025 8:00:00 AM,5.54457519531206,6.31384482281283,22.875,20.4203909430071,70.5347799003357,0,14,13,0,34.6286071033683,46.8533637871733
3/2/2025 9:00:00 AM,5.05353841145825,5.18833333335351,13.125,10.9060745160095,40.78125,0,0,15.875,0,20.7242043633014,30.3866362128174
3/2/2025 10:00:00 AM,5.40500325520861,5.59177567827282,16.625,14.1327351485379,52.09375,0,0.25,11.625,0,22.2757956366986,40.2600000000093
3/2/2025 11:00:00 AM,12.4017203776039,13.0950993217411,33.25,29.4130863242317,105.46875,0,0,31.125,0,56.9944506105967,85.5
3/2/2025 12:00:00 PM,11.8849384667647,12.2767832917743,40.125,35.9379075063043,127.25,0,0,36,0,68.121660500532,111.488372093183
3/2/2025 1:00:00 PM,11.7091558450038,12.1286264071823,36.875,32.6133424937143,117.4375,0,0.25,26.5,0,72.6227281745523,96.636627906817
3/2/2025 2:00:00 PM,15.5518073809399,14.7820861203945,40,35.6432529836893,125.90625,0,0,38.375,0,68.5884719889145,103.125
3/2/2025 3:00:00 PM,10.8789873253736,8.25062918063486,24,23.08159076632,77.53125,0,0,27.375,0,39.6676887255162,69.9900332225952
3/2/2025 4:00:00 PM,2.28427113816815,2.75062499998603,8.25,7.74402518657735,27.5,0,0,13.125,0,20.2536111108493,34.2570501104929
3/2/2025 5:00:00 PM,0.165032552083176,0.25,0.875,0.680037313431967,1.6875,0,0.25,1.875,0,2.12638888903894,4.87750000040978
3/2/2025 6:00:00 PM,0.0336783200955324,0.0625,0,0,0,0,0,0,0,0.375,0.000416666502133012
3/2/2025 7:00:00 PM,0.0341862632385528,0.03125,0,0,0.125,0,0,0.125,0,0,0.25
3/2/2025 8:00:00 PM,0.0351433156838539,0,0.125,0.0625,0,0,0.25,0,0,0.125,0
3/2/2025 9:00:00 PM,0.0361457900744426,0,0,0,0,0,0,0,0,0,0.25
3/2/2025 10:00:00 PM,0.0356493978406434,0.0625,0,0.03125,0,0,0,0.125,0,0.123055555624887,0
3/2/2025 11:00:00 PM,0.0346436357967832,0.03125,0,0,0,0,0,0,0,0.00194444437511265,0.25
3/3/2025 12:00:00 AM,0.0361328125,0,0,0.03125,0,0,0.25,0.125,0,0.125,0
3/3/2025 1:00:00 AM,0.0361620120429507,0.0311461794190109,0,0.03125,0.125,0,0,0,0,0,0.25
3/3/2025 2:00:00 AM,0.035146430012901,0.0313538205809891,0,0,0.125,0,0,0,0,0.124861111165956,0.125
3/3/2025 3:00:00 AM,0.0356445747975158,0.03125,0,0,0,0,0.25,0.125,0,0.000138888834044337,0.125
3/3/2025 4:00:00 AM,0.037109375,0.03125,0,0.03125,0,0,0,0.125,0,0.125,0.125
3/3/2025 5:00:00 AM,0.0351432291663514,0,0,0.00171874999068677,0,0,0,0,0,0.125,0.125
3/3/2025 6:00:00 AM,0.0380989583336486,0.03125,0.375,0.126718749990687,0.375,0,0.5,0,0,0.374583333265036,0.5
3/3/2025 7:00:00 AM,1.6356575520831,2.0878600825672,8.375,6.33005130599486,24.5,0,13,3.75,0,9.87264197203331,16
3/3/2025 8:00:00 AM,6.02269413670638,6.87974408414448,21.375,18.9909458673792,65.9375,0,24.2450166111812,16.625,0,25.8777746947017,43.7325000001583
3/3/2025 9:00:00 AM,8.62620192307622,9.75062499992782,31,27.2691582914558,96.3125,0,15.0049833888188,29.375,0,62.8651498334948,67.0108333332464
3/3/2025 10:00:00 AM,11.6126273777181,12.5576135105803,38.75,34.8687507851864,119.71875,0,12.7416666666977,22.625,0,67.2598501665052,95.9713676632382
3/3/2025 11:00:00 AM,17.7685754994882,18.5028031560942,49.75,44.343437500007,157.28125,0,0.00833333330228925,43.25,0,85.0407345152926,121.122508305707
3/3/2025 12:00:00 PM,15.6637990171293,16.6252083333675,48.625,43.6899573863484,152.5,0,0,53.3662597115617,0,84.9371821514796,124.143687707721
3/3/2025 1:00:00 PM,13.466223675272,14.0313541666255,42.75,38.1569354929961,132.125,0,0.25,22.6337402884383,0,74.1253019790165,116.269102989929
3/3/2025 2:00:00 PM,13.9710251988918,13.0633333333535,37.375,33.4079694349784,116.5625,0,0,36,0,56.7637347392738,103.359583333367
3/3/2025 3:00:00 PM,11.0988988527815,8.31343749997905,23.875,22.7966325550806,76.8125,0,0,28.25,0,50.8830466149375,70.8804498892277
3/3/2025 4:00:00 PM,2.31420562102085,2.75020902551478,8.25,7.89959888061276,27.8125,0,0,12.5,0,17.1172538746614,34.5099667774048
3/3/2025 5:00:00 PM,0.115016308485792,0.187811807845719,0.875,0.526093749969732,1.25,0,0.25,1.75,0,1.2577461253386,3.75
3/3/2025 6:00:00 PM,0.0375943685967286,0,0,0.0295312500093132,0,0,0,0,0,0,0.25
3/3/2025 7:00:00 PM,0.0380989583336486,0.03125,0,0.03125,0,0,0,0,0,0,0
3/3/2025 8:00:00 PM,0.0380697155324015,0.03125,0,0.03125,0,0,0.25,0.125,0,0,0.25
3/3/2025 9:00:00 PM,0.0390527668178038,0,0,0,0.125,0,0,0.125,0,0.125,0.125
3/3/2025 10:00:00 PM,0.0390754343170556,0.03125,0,0,0,0,0,0,0,0.25,0.125
3/3/2025 11:00:00 PM,0.0390690104159148,0.03125,0,0.0625,0,0,0,0,0,0,0.125
3/4/2025 12:00:00 AM,0.0390364583336122,0,0.125,0,0,0,0.25,0.125,0,0,0.125
3/4/2025 1:00:00 AM,0.0400390625,0.03125,0,0,0.125,0,0,0.125,0,0,0.125
3/4/2025 2:00:00 AM,0.03955078125,0.03125,0,0.03125,0,0,0,0,0,0.375,0
3/4/2025 3:00:00 AM,0.0400520180110107,0.0625,0,0,0,0,0.25,0,0,0,0.25
3/4/2025 4:00:00 AM,0.0400586590722014,0,0,0.0625,0.125,0,0,0.125,0,0,0.25
3/4/2025 5:00:00 AM,0.0390364583336122,0.03125,0,0,0,0,0,0,0,0.125,0
3/4/2025 6:00:00 AM,0.0559236299814074,0.0929269125917926,0.875,0.508749999979045,1.8125,0,1.25,0.125,0,0.875,1.87208333343733
3/4/2025 7:00:00 AM,2.11981344063588,2.43832308740821,8.75,7.17983830848243,26.375,0,13.5,4.125,0,14.125,20.1204415835673
3/4/2025 8:00:00 AM,6.4001130068973,7.55896456254413,26.75,23.7347785257152,80.90625,0,6.5,18.125,0,38.8388892195653,49.4895833331393
3/4/2025 9:00:00 AM,11.6668517454018,13.5639521041303,39,34.3499540613266,122.15625,0,0,30.125,0,65.4013885580935,89.8642372649629
3/4/2025 10:00:00 AM,14.8776458030525,16.3747916666325,46.25,40.717571064306,145.25,0,0.25,39.625,0,78.2488888886292,111.495783499675
3/4/2025 11:00:00 AM,16.8210587105477,17.8097916666884,49.25,43.7830142902094,156.4375,0,0,43.625,0,73.7493183503393,124.282870985218
3/4/2025 12:00:00 PM,16.8419753166536,17.7820906007546,48.875,43.085390232387,153.90625,0,0,45.375,0,94.6365149833728,125.095514950226
3/4/2025 1:00:00 PM,16.2134048613989,16.8435420127353,45.25,40.2828055076534,143.28125,0,0,51.625,0,78.1989413185511,118.404485049774
3/4/2025 2:00:00 PM,13.0615679776183,12.4703100775369,33.875,29.8736792599084,106.375,0,0.25,24.875,0,57.6627329012845,89.375
3/4/2025 3:00:00 PM,7.27568847656221,6.12635174416937,17.5,15.7270312500186,55.375,0,0,18.875,0,27.0098574117292,49.3624999999302
3/4/2025 4:00:00 PM,2.60441080729197,2.75103959033731,8.125,7.29714396770578,26.5,0,0,9.75,0,17.7508324084338,29.3875000000698
3/4/2025 5:00:00 PM,0.291543001193531,0.312915974471252,1,0.897543532308191,2.6875,0,0.25,2,0,1.6276359600015,4
3/4/2025 6:00:00 PM,0.0400167772386339,0.03125,0,0.03125,0.125,0,0,0,0,0.25,0
3/4/2025 7:00:00 PM,0.039068563292858,0,0,-5.82076609134674E-11,0,0,0,0,0,0.125,0.25
3/4/2025 8:00:00 PM,0.0390625,0.0625,0,5.82076609134674E-11,0,0,0.25,0.125,0,0.125,0.125
3/4/2025 9:00:00 PM,0.0410220489002313,0,0,0.03125,0,0,0,0.125,0,0,0.125
3/4/2025 10:00:00 PM,0.040045529368399,0.03125,0,0.03125,0,0,0,0,0,0.125,0.125
3/4/2025 11:00:00 PM,0.041015625,0.03125,0,0,0.125,0,0.25,0,0,0,0
3/5/2025 12:00:00 AM,0.0400521268811644,0.03125,0,0.03125,0,0,0,0.125,0,0.125,0.25
3/5/2025 1:00:00 AM,0.0400358181059346,0,0,0.0312499999417923,0,0,0,0.125,0,0.125,0.125
3/5/2025 2:00:00 AM,0.0410188693940654,0,0,5.82076609134674E-11,0.125,0,0,0,0,0,0.125
3/5/2025 3:00:00 AM,0.0409894962376711,0.0625,0.125,0.03125,0,0,0.25,0,0,0.125,0.25
3/5/2025 4:00:00 AM,0.0395573134401275,0.03125,0,0,0,0,0,0.125,0,0,0
3/5/2025 5:00:00 AM,0.0410157552105375,0,0,0.03125,0,0,0,0.125,0,0.125,0.125
3/5/2025 6:00:00 AM,0.0390659571403376,0.0625,0.625,0.380000000004657,1.1875,0,1,0,0,0,1.37458333326504
3/5/2025 7:00:00 AM,1.25465224780146,1.2795817682636,5.5,4.5157812499674,16.09375,0,7.99667774094269,2.5,0,9.37097468879074,12.6200179955922
3/5/2025 8:00:00 AM,4.80604365656109,5.03218906506663,14.875,12.6304687500233,45.96875,0,13.5033222590573,13.75,0,24.0005375877954,35.8803986711428
3/5/2025 9:00:00 AM,6.64693047913261,6.77958142041462,20.875,18.024062499986,65.375,0,0.25,10.875,0,34.5860092954244,52.625
3/5/2025 10:00:00 AM,9.01699251193895,9.49917135271244,27.375,23.8548382537556,86.03125,0,0,21.5,0,46.0351173167583,66.7404485049192
3/5/2025 11:00:00 AM,11.865563680959,12.2517159768613,34.875,30.6929742462235,110.03125,0,0,30.125,0,52.1323611112311,89.8845514950808
3/5/2025 12:00:00 PM,9.42419636368413,9.43817708338611,26.375,22.870935945306,82.9375,0,0.25,25.375,0,42.75,67.75
3/5/2025 1:00:00 PM,7.25492661181488,7.09385416662553,20,17.3296890547499,63.1875,0,0,16.75,0,41.9958147320431,51.9899999999907
3/5/2025 2:00:00 PM,3.92017169331302,3.90666666667676,11.75,9.90093749994412,36.5625,0,0,11.75,0,19.1185326194391,29.7566666665953
3/5/2025 3:00:00 PM,2.04626667618413,1.96895867935382,6.75,5.74247667915188,21.4375,0,0.25,5.375,0,11.0087082043756,18.626666666707
3/5/2025 4:00:00 PM,0.625273064394605,0.656145833374467,2.5,2.15533582086209,5.6875,0,0,1.75,0,3.62638888857327,6.74917081953026
3/5/2025 5:00:00 PM,0.142410481770639,0.12520798726473,0.5,0.402500000025611,1.25,0,0,0.875,0,1.50055555556901,1.25249584717676
3/5/2025 6:00:00 PM,0.0371158854168243,0.0625,0,0,0,0,0,0,0,0,0.25
3/5/2025 7:00:00 PM,0.0346355248129839,0,0.125,0,0,0,0.25,0,0,0,0
3/5/2025 8:00:00 PM,0.0371418189370161,0,0,0.0625,0,0,0,0,0,0.249584717676044,0
3/5/2025 9:00:00 PM,0.0380859375,0.0625,0,0,0,0,0,0.125,0,0.00041528232395649,0.125
3/5/2025 10:00:00 PM,0.037109375,0,0,0,0,0,0.25,0.125,0,0,0.125
3/5/2025 11:00:00 PM,0.0380859375,0.03125,0,0.03125,0.125,0,0,0,0,0.125,0.125
3/6/2025 12:00:00 AM,0.0371028645831757,0,0,0.000312499993015081,0.125,0,0,0,0,0,0.25
3/6/2025 1:00:00 AM,0.0385611979172609,0.0625,0,0.0309375000069849,0,0,0.25,0.125,0,0.25,0
3/6/2025 2:00:00 AM,0.0371256510406965,0.0625,0,0.03125,0,0,0,0.125,0,0.125,0.125
3/6/2025 3:00:00 AM,0.0380891927088669,0,0,0.0312499999417923,0,0,0,0,0,0,0.125
3/6/2025 4:00:00 AM,0.0380729599255574,0,0,0,0,0,0,0,0,0,0.125
3/6/2025 5:00:00 AM,0.0380665785678502,0.03125,0,0.0312500000582077,0,0,0.25,0.125,0,0.124861111165956,0.125
3/6/2025 6:00:00 AM,0.0381019979649864,0.03125,0.25,0.03125,0.5,0,0,0,0,0.125138888834044,0.375
3/6/2025 7:00:00 AM,1.94443305480763,2.5929166667047,11.5,7.26062499999534,31.9375,0,17.9941860465333,6.75,0,16.6179245281965,25.125
3/6/2025 8:00:00 AM,5.84611056498397,7.05979789589765,23.625,21.0924999999697,73.1875,0,5.25581395346671,14.5,0,37.2570754718035,50.111295681214
3/6/2025 9:00:00 AM,10.3058257450339,11.9388479373883,34.75,30.558906249993,108.4375,0,0,31.125,0,58.9224242321216,76.388704318786
3/6/2025 10:00:00 AM,12.2925166942314,13.4346961517003,38.75,34.0871875000885,122.125,0,0,31.625,0,66.3070430264343,90.5
3/6/2025 11:00:00 AM,16.7256102704523,18.0960330149974,51.125,45.4478124999441,162.5,0,0.25,45.75,0,88.8955327414442,128.7267441859
3/6/2025 12:00:00 PM,14.8016039309077,15.813437499979,45.5,40.5842187500093,142.40625,0,0,42.25,0,62.125,117.7732558141
3/6/2025 1:00:00 PM,12.4018782552084,12.5311458333745,37.375,32.7215909090592,116.28125,0,0,30.25,0,82.2419084820431,102.75
3/6/2025 2:00:00 PM,8.69328282893821,8.42291666666279,25.625,22.5687671311316,80.4375,0,0,27.494728079997,0,43.8447643860709,68.4920833331998
3/6/2025 3:00:00 PM,4.40057784814417,4.21898467832943,13,11.2130794598488,40.6875,0,0.25,8.255271920003,0,18.163327131886,34.7512596900342
3/6/2025 4:00:00 PM,0.670670572917516,0.70372365496587,2.375,1.84031249996042,6.4375,0,0,3.125,0,6.875,5.25665697676595
3/6/2025 5:00:00 PM,0.0390755208336486,0.03125,0,0.03125,0,0,0,0.125,0,0.124861265067011,0.125
3/6/2025 6:00:00 PM,0.0380794270831757,0,0,0.03125,0,0,0.25,0.125,0,0.000138734932988882,0.125
3/6/2025 7:00:00 PM,0.0390755208327391,0.046875,0,0,0.125,0,0,0,0,0.125,0.25
3/6/2025 8:00:00 PM,0.0385807291668243,0.015625,0,0.03125,0,0,0,0,0,0,0
3/6/2025 9:00:00 PM,0.0390559895831757,0.0625,0,0,0,0,0,0.125,0,0,0.25
3/6/2025 10:00:00 PM,0.0400423177088669,0,0,0.03125,0,0,0.25,0,0,0.25,0
3/6/2025 11:00:00 PM,0.0410059026326053,0.03125,0,0,0,0,0,0.125,0,0.125,0.25
3/7/2025 12:00:00 AM,0.0405160689460899,0,0,0.03125,0.125,0,0,0,0,0.125,0
3/7/2025 1:00:00 AM,0.0400471466264207,0.0625,0,0.03125,0,0,0.25,0,0,0,0.25
3/7/2025 2:00:00 AM,0.0385838982156201,0,0,0,0,0,0,0.125,0,0,0.125
3/7/2025 3:00:00 AM,0.0419986762872213,0.0625,0,0.03125,0,0,0,0,0,0.125,0.125
3/7/2025 4:00:00 AM,0.0410026474255574,0,0,0,0,0,0.25,0.125,0,0.124861111165956,0
3/7/2025 5:00:00 AM,0.0400520400744426,0.03125,0.125,0.0312499999417923,0.125,0,0,0,0,0.000138888834044337,0.125
3/7/2025 6:00:00 AM,0.0400390625,0,0.875,0.314832089585252,1.375,0,1.5,0.625,0,0.624583333265036,1.87333887035493
3/7/2025 7:00:00 AM,1.59322265624996,1.96843645488843,7.125,5.34454291046131,20.125,0,11,5.37278024409898,0,8.62541666673496,16.7495847175596
3/7/2025 8:00:00 AM,7.17240234375004,8.81125104508828,27.75,24.9623600746272,84.78125,0,13.25,18.502219755901,0,46.2336293007247,61.6037763012573
3/7/2025 9:00:00 AM,12.252749023437,14.3741666666465,39.125,34.3826399254031,122.25,0,0.25,32.75,0,64.5163706992753,91.8916334442329
3/7/2025 10:00:00 AM,11.3264599609383,12.1850086516934,36.375,32.8155876865494,114.84375,0,0,33.125,0,65.302900376264,99.2566666665953
3/7/2025 11:00:00 AM,9.57093015128521,10.0965538483579,36.25,32.4375750018517,120.046096345526,0,0,29.75,0,54.6879431309644,85.3546110190218
3/7/2025 12:00:00 PM,11.5327066785121,13.09375,43.25,39.0183998115826,136.141403654474,0,0.25,28,0,84.8604202121496,125.117565060733
3/7/2025 1:00:00 PM,15.9116390572735,16.7497916666325,43.25,37.7765624999884,137.09375,0,0,38.25,0,73.0026251694653,111.652823920245
3/7/2025 2:00:00 PM,15.0370048599498,14.6258333333535,38.25,34.3155037313118,119.90625,0,0,38.25,0,67.2711111111566,109.108333333395
3/7/2025 3:00:00 PM,11.5566128631908,8.40697916666977,24.75,23.6632462686975,80.34375,0,0.25,27.625,0,44.8651165675838,78.1416666666046
3/7/2025 4:00:00 PM,2.76197187238631,3.00062465161318,8.625,8.40749378112378,29.6875,0,0,13.375,0,18.0075161210261,39.875
3/7/2025 5:00:00 PM,0.120205480942786,0.218854515056591,0.625,0.623756218876224,1.40625,0,0,2,0,1.37722795829177,5.5
3/7/2025 6:00:00 PM,0.0376042531843268,0,0.125,0.03125,0.25,0,0.25,0.125,0,0.000139353098347783,0.125
3/7/2025 7:00:00 PM,0.0390625,0.03125,0,0,0,0,0,0,0,0.125,0.125
3/7/2025 8:00:00 PM,0.0390852107557293,0.03125,0,0.03125,0,0,0,0,0,0.25,0.125
3/7/2025 9:00:00 PM,0.0400098629570493,0,0,0,0,0,0,0.125,0,0,0.125
3/7/2025 10:00:00 PM,0.0415120172347088,0.0625,0,0.03125,0,0,0.25,0,0,0,0.25
3/7/2025 11:00:00 PM,0.0390300560629839,0.03125,0,0.03125,0,0,0,0.125,0,0.125,0
3/8/2025 12:00:00 AM,0.0390933217395286,0.03125,0,0,0,0,0,0,0,0.125,0.25
3/8/2025 1:00:00 AM,0.039567003218508,0,0,0.0625,0.125,0,0,0,0,0,0
3/8/2025 2:00:00 AM,0.0410221029724198,0,0,0,0,0,0,0.125,0,0,0.25
3/8/2025 3:00:00 AM,0.0400161889456285,0.03125,0,0,0.125,0,0,0,0,0.125,0
3/8/2025 4:00:00 AM,0.0419857641800263,0.0625,0,0.03125,0,0,0,0,0,0.125,0.25
3/8/2025 5:00:00 AM,0.0410221354159148,0,0,0,0,0,0.25,0.125,0,0,0.125
3/8/2025 6:00:00 AM,0.0371223958336486,0.0625,1,0.156564070319291,1.125,0,1.75,0.25,0,0.872509218286723,1.75
3/8/2025 7:00:00 AM,2.06289515398566,3.08542647300055,13.625,9.28734217962483,39.46875,0,20.75,8.75,0,20.1236018927302,27.4870833333116
3/8/2025 8:00:00 AM,7.41962955946929,9.25686519365991,31.375,28.4810004664469,95.65625,0,3.5,23.25,0,48.7290665807668,67.6246276302263
3/8/2025 9:00:00 AM,12.1537318405099,14.3743680323241,41.75,36.700093283609,130.5625,0,0.25,34.125,0,60.2646834193729,99.6079152825987
3/8/2025 10:00:00 AM,15.3287863843025,16.9684444676968,47.5,41.7935323383426,149.875,0,0,41,0,90.2601388888434,121.509609634173
3/8/2025 11:00:00 AM,17.270119147156,18.2811458333163,50.375,44.8314676616574,160.0625,0,0,45.25,0,86.8041470006574,134.232142857043
3/8/2025 12:00:00 PM,17.2167576818565,18.4062583056511,50.125,44.21875,158.25,0,0.249166666995734,57.25,0,86.1721029994078,136.163621262647
3/8/2025 1:00:00 PM,16.5461401285538,17.3752000276581,46.875,41.625,148.03125,0,0.000833333004266024,32.5,0,80.6276510665193,128.5
3/8/2025 2:00:00 PM,14.9259678026365,14.2820833333535,38.75,34.375,122.03125,0,0,37.875,0,59.1379135837778,108.59878460702
3/8/2025 3:00:00 PM,11.6301731857357,8.43719096068526,24.75,23.78125,80.875,0,0,27.75,0,52.6234414260834,78.5091888146708
3/8/2025 4:00:00 PM,2.87251803882918,3.09510035760468,8.75,8.5625,30.25,0,0.25,13.25,0,18.0019977982156,40.3887043192517
3/8/2025 5:00:00 PM,0.119179557724237,0.250417015049607,0.875,0.65625,1.5625,0,0,2.125,0,1.6327461253386,6.00332225905731
3/8/2025 6:00:00 PM,0.0385807075363118,0,0,0.03125,0,0,0,0.125,0,0,0.125
3/8/2025 7:00:00 PM,0.039516715116406,0,0,0.03125,0.125,0,0.25,0,0,0.125,0.125
3/8/2025 8:00:00 PM,0.0400633954532168,0.03125,0,0,0,0,0,0,0,0,0.25
3/8/2025 9:00:00 PM,0.0400390625,0,0,0,0,0,0,0.125,0,0.375,0
3/8/2025 10:00:00 PM,0.041015570926902,0.0625,0,0.03125,0,0,0,0.125,0,0,0.25
3/8/2025 11:00:00 PM,0.0400455729168243,0.03125,0,0.03125,0,0,0.25,0,0,0,0
3/9/2025 12:00:00 AM,0.0419889322911331,0.03125,0,0,0,0,0,0,0,0.125,0.25
3/9/2025 1:00:00 AM,0.0410156250009095,0.03125,0,0.03125,0.125,0,0,0.125,0,0.125,0
3/9/2025 3:00:00 AM,0.0429622395822662,0,0,0.03125,0,0,0.25,0,0,0.125,0.25
3/9/2025 4:00:00 AM,0.0410220918693085,0.0625,0,0,0,0,0,0,0,0,0.124584717676044
3/9/2025 5:00:00 AM,0.0395638456311644,0,0,0,0.125,0,0,0.125,0,0,0.125415282323956
3/9/2025 6:00:00 AM,0.0419824218752183,0.0622923588380218,0,0.0625,0,0,0.25,0,0,0,0.125
3/9/2025 7:00:00 AM,0.0390657334346542,0.000207641161978245,1.125,0.0934375000069849,1.5,0,2,1.24902885686606,0,1.24612586572766,1.99792358791456
3/9/2025 8:00:00 AM,2.15196814903811,3.2106755671557,14.375,9.87531249999302,41.46875,0,20.5,8.37597114313394,0,16.3749852452893,28.3770764120854
3/9/2025 9:00:00 AM,7.52155400815263,9.31901193282101,31.5,28.6471875000279,96.4375,0,0,23.375,0,39.3788888889831,68.4767441859003
3/9/2025 10:00:00 AM,12.1565380042848,14.3387862410164,41.75,36.9352129974868,131.09375,0,0.25,33.875,0,74.8648611111566,100.617422480835
3/9/2025 11:00:00 AM,15.328776586015,16.8792345923721,47.5,42.1555682524922,149.75,0,0,41.25,0,90.6351388888434,122.370119047468
3/9/2025 12:00:00 PM,17.0590113544677,18.1535336537636,50.125,44.012031249993,158.384759136185,0,0,44.875,0,85.5559601301793,134.160714285797
3/9/2025 1:00:00 PM,17.0554272217596,18.0026121795527,49,43.3321874999674,155.990240863815,0,0.25,45.5,0,73.9329287586734,135.375
3/9/2025 2:00:00 PM,16.2614819092614,16.9689583333093,45.25,40.2718750000349,143.9375,0,0,43.125,0,79.626122209942,126.875
